career_id,career_name,description,required_skills,education_required,average_salary,job_growth_rate,domain,job_role,challenges
105,Senior Information Security Analyst,Not Specified,"Information Risk Assessment, Vulnerability Remediation, IT Security, IT Risk Management, Regulatory Standards Awareness, Information Security Control Activities, Compliance Strategies, Risk Evaluation Methods, Information Security Control Frameworks (NIST, ISO, COBIT), Control Monitoring, Security Reviews, Risk Assessments, GRC Tools, Technical Infrastructure Knowledge, Network Knowledge, Database Knowledge, Systems Knowledge, Security Certifications (CRISC, CISSP, CISM), Automated GRC Tools (e.g., RSA Archer)","Experience-Related Skills:, + years of IT security or information security experience, Senior Management Engagement Experience, IT Compliance Assessments Experience, IT Security Controls Administration Experience, Vendor Risk Assessment Experience, Working in Higher Education Organization Experience",140100.00,0.05,Not Specified,,
106,Russian Open Source Research Analyst,Not Specified,"Proficiency in Russian, Research skills, Critical thinking, Written and oral communication, Information resources research","Related to education:, Academic credentials",140100.00,0.05,Not Specified,,
107,Full Stack Web/Mobile Developer,Not Specified,"JavaScript, Node.js, React.js, Redux, Flow, Jest, Hapi.js, Express, React Native, SQL, NoSQL, MongoDB, Elastic, Git, Github, Apache, Nginx, IIS, Jenkins, Travis, Agile, Continuous delivery, APIs, Security, Performance, JSON, Hypermedia formats, REST, HTTP","Skills Related to Education:, BS in Computer Science or equivalent experience",140100.00,0.05,Not Specified,,
108,"VP, Applications Development",Not Specified,"Big Data, Data Visualizations, Agile development, Java, Spring, Spring Boot, JavaScript (AngularJS, ReactJS), Hadoop, Glue, Athena, EMR, AWS Native data Services, Kafka, Redis, NoSQL, MongoDB, Blockchain technologies, Machine Learning, Continuous integration, Build/test automation, Jira, Git, Jenkins, Sonar, DevOps, Cloud native architecture, Distributed environment, Consumer facing digital products, Web and mobile applications, Public cloud technology stacks, Amazon Web Services (AWS), Microsoft Azure, Software engineering best practice, Microservices",Not Specified,140100.00,0.05,Not Specified,,
109,Data Delivery - Data Governance and Quality - Manager,Not Specified,"Technical skills:, Data management, Master data, Metadata, Data architecture, Data governance, Data quality, Data modeling, Informatica DQ, Collibra, Systems strategy, System requirements, Data design, Prototyping, Testing, Training",Not Specified,140100.00,0.05,Not Specified,,
110,Channel Strategy Associate,Not Specified,"Cisco Meraki, Cloud-managed networking, Data analysis, Revenue growth analysis, Industry trend analysis, Strategic program management, Microsoft Excel",Not Specified,140100.00,0.05,Not Specified,,
111,Full Stack Developer,Not Specified,"Backend infrastructure, Python coding, Typed language (e.g. C++, Java), Modern JavaScript technologies, Build automation and continuous integration, Algorithms, Data structures","Skills Related to Education:, Algorithms, Data structures",140100.00,0.05,Not Specified,,
112,IT Audit Consultant,Not Specified,"IT General Controls/IT Audit, IT SOX, IT Risk Consulting, Project Management, Interpersonal Skills, Verbal and Written Communication, Analytical Skills, Understanding of Information Technology Processes and Controls, Knowledge of Internal Control Frameworks (COSO and COBIT), Audit Methodologies, Information Technology (IT) Processes, IT Fieldwork","Skills Related to Education:, Bachelor's Degree, Major in Computer Information Systems, Management Information Systems, or Accounting, Professional Certification (CPA, CIA, CISA)",140100.00,0.05,Not Specified,,
113,Systems Architect,Not Specified,"Systems Architecture, Simulation Architecture, Real-time Systems, Networking, Flight Simulation, Hardware Architecture, Software Architecture, High Fidelity Simulation, Air Traffic Control Simulation, Network Simulation Protocols","BS in Computer Science or Engineering, Advanced Degree in Engineering or Computer Science",140100.00,0.05,Not Specified,,
114,Employee Engagement Coordinator,Not Specified,"Employee Engagement, Training, Leadership Development, Event Planning, HRIS/LMS Management, Web-based Platform Management, Project Management, Client Focus, Communication Plans",Not Specified,140100.00,0.05,Not Specified,,
115,Supply Chain Manager,Not Specified,"Microsoft Excel, Microsoft Word, Microsoft Access, Internet search engines, ERP systems, Data analysis, Vendor management, Inventory management, Procurement, Aviation/Aircraft/Mechanical terminology","Education-Related Skills:, Bachelor's degree in Management or Supply Chain",140100.00,0.05,Not Specified,,
116,Senior Data Engineer,Not Specified,"Data integration, Data systems design, Data processing pipelines, Scripting and programming languages (Python, Java, C), Structured and unstructured dataset evaluation, Statistics, data mining, and predictive analytics, Database integration, Performance tuning of SQL queries, Software engineering best practices, Version control (Git, TFS, JIRA), Business Intelligence tools (Business Objects, Informatica, SSRS, Cognos, MicroStrategy, Tableau, QlikView, SpotFire), Unix tools and shell scripts","Education-Related Skills:, Bachelor's degree in Computer Science, Software Engineering, MIS, or equivalent",140100.00,0.05,Not Specified,,
117,Data Solutions Architect,Not Specified,"Web architecture, App architecture, Data integration, Solution design and architecture, Relational database concepts, SQL, Data management, Segmentation, ETL best practices, Scripting, Query development, Front end development, HTML, CSS, JS, RESTful services, System documentation",Not Specified,140100.00,0.05,Not Specified,,
118,"Director of Analytics, Research, and Measurement",Not Specified,"Data analysis, Data interpretation, Project management, Research methods, Database development, Health care trends research, Policy development",Not Specified,140100.00,0.05,Not Specified,,
119,Data Quality Analyst,Not Specified,"Data analysis, Quality assurance, Data validation, Search engines, Business research tools, Data interpretation, MS Office (Access, Word, PowerPoint, Excel), Pivot Tables",Not Specified,140100.00,0.05,Not Specified,,
120,Machine Learning Engineer & Researcher,Not Specified,"Machine learning, Computer vision, Digital signal processing, C++, Python, Go, Java, Javascript","Education-Related Skills:, Machine learning, Computer vision, Digital signal processing",140100.00,0.05,Not Specified,,
121,Operational Analyst,Not Specified,"Oracle applications, KPI framework, Microsoft Office Suite (Excel, PowerPoint, etc.), SQL, Website creation and maintenance","Skills Related to Education:, B.S. or B.A. Degree, Some college coursework or APICS Certification",140100.00,0.05,Not Specified,,
122,Full-Stack Developer at a Stable and Growing Startup,Not Specified,"Ruby on Rails, Ember.js, MySQL",Years of experience in full-stack or backend web development,140100.00,0.05,Not Specified,,
123,Software Engineer (Full stack) / Flights,Not Specified,"Javascript, Jquery, Java, Spring framework, HTML, CSS, Unit testing, Automated integration testing, Agile methodologies, React framework, Back-end development, Software testing, Build/deploy pipelines, AWS, npm",Not Specified,140100.00,0.05,Not Specified,,
124,Senior Network Operations Technician,Not Specified,"Fiber splicing, Cable terminations, Telecommunications equipment installation and maintenance, Testing and diagnostic procedures, Analog/digital video and audio knowledge, Network management monitoring system expertise","Skills related to Education:, Related Associate degree",140100.00,0.05,Not Specified,,
125,"Manager, Quality Assurance (QA)",Not Specified,"Test Automation, Test Strategy, Test Execution, Code Review, Defect Management, Resource Planning, Root Cause Analysis, Project Estimation, SQL, Data Modeling","Skills Related to Education:, BS Degree or equivalent years of work experience",140100.00,0.05,Not Specified,,
126,Supervisor - Call Center Operations,Not Specified,") Operations Management, ) Customer Service, ) Training and Development, ) Performance Management, ) Data Analysis, ) Communication Skills, ) Leadership, ) Problem-Solving, ) Time Management","Education:, ) Undergraduate Degree",140100.00,0.05,Not Specified,,
127,Product Owner,Not Specified,"Business-To-Consumer, Business Scorecard, Business Control Center, Agile, Agile PLM",Not Specified,140100.00,0.05,Not Specified,,
128,Dyson Stylist,Not Specified,"Retail Sales, Product Demonstrations, Technology Knowledge, Microsoft Office Proficiency","Education-related Skills:, HS Diploma or GED required, Bachelor's Degree a plus",140100.00,0.05,Not Specified,,
129,Sr. Big Data Engineer,Not Specified,"Java, Python, ETL, Scala, Spark, Big Data, IoT, Cloud Engineering, Machine Learning, Architectural Patterns, System Integration, Streaming Technologies, Hive, Pig, Kafka, HBase, Unix/Linux, Scripting, Data Warehousing, SQL, R, JavaScript, Shell Scripts, Hadoop, NoSQL, Impala, ETL","Education-Related Skills:, Bachelor's degree or equivalent experience",140100.00,0.05,Not Specified,,
130,Sponsored Programs Business Analyst,Not Specified,"Process Improvement, Workday Implementation, Accounting Principles, Finance System Configuration, Research Administration, Interpreting Laws and Policies, Computer Proficiency, Policy Interpretations, Data Analysis",Not Specified,140100.00,0.05,Not Specified,,
131,Systems Administrator,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.",Technical troubleshooting Hardware and software support Customer service Problem-solving Communication,BCA,140100.00,0.05,Not Specified,,
132,Chief Human Resources Officer,Not Specified,"Human Capital Strategy Development, Talent Management, Employee Engagement, Leadership Development, Workforce Planning, Change Management, Mergers and Acquisitions, Total Rewards, Organizational Development, HR Programs Oversight",Not Specified,140100.00,0.05,Not Specified,,
133,Junior Quantitative Researcher,Not Specified,"Machine Learning Algorithms, Statistical Analysis, Big Data Analysis, Optimization Algorithms, Quantitative Modeling, Python Programming, C++ Programming","Education-related Skills:, Masters or PhD in a technical field",140100.00,0.05,Not Specified,,
134,"Software Engineer, Full Stack",Not Specified,"Full stack development, Web and mobile application development, API infrastructure design and implementation, Integration with internal and third-party solutions, Restful API development, Cloud computing platforms (e.g., Amazon Web Services), Data structures, algorithms, and design patterns",Not Specified,140100.00,0.05,Not Specified,,
135,Network & Security Admin,Not Specified,"Runbook Automation, Ovirt/Nutanix Hypervisors, Access Control Lists (ACLs), Perl, Network Device Health Checking, Automation Solution Design, HP Operation and Orchestration (OO), Middleware Integration, Automation Testing, Runbook Development",Not Specified,140100.00,0.05,Not Specified,,
136,International Digital Marketing Manager,Not Specified,"Digital Marketing, Mobile Marketing, Chatbots/Artificial Intelligence, Social Media Management, Technology Implementation, ROI Analysis, Integrated Marketing Campaigns, KPI Setting and Measurement, Web Platform Management, Data Analysis, Microsoft Excel, PowerPoint",Not Specified,140100.00,0.05,Not Specified,,
137,Big Data Engineer - Strategic Analytics,Not Specified,"ETL design, Coding, Testing patterns, Engineering software platforms, Large-scale data infrastructures, Architecting scalable pipelines, Open source tools, High-performance algorithms, Programming languages (Java, Python, Linux, PHP, Hive, Impala, Spark), Working with big data platforms, Real-time/streaming data delivery, Data parsing, managing, analyzing, and visualizing, Data modeling, Security and data privacy, In-memory technologies, Shell scripting, MapReduce, Kafka setup and maintenance, Flume processes, Database structures, Sqoop data loading, Oozie workflow/schedulers, AWS components, Multi-threading and concurrency concepts","Education-Related Skills:, B.S. or M.S. in Computer Science or Engineering",140100.00,0.05,Not Specified,,
138,Software Dev-QA Engineer,Not Specified,"Test Strategies, Test Plan Development, Test Automation, Android Testing Frameworks (UIAutomator, Espresso), Android Debugging Tools, Scripting (Python), Artificial Intelligence based Testing Techniques, Bug Tracking System, Software Requirements Understanding, Automotive Protocols (CAN, LIN, Broad R Reach), Automotive Communication Logs Analysis (VehicleSPY, PeakCAN), Real-time or Embedded Applications Testing, Programming Languages (C/C++, Java), Windows and Unix Shell Scripts, Expresso/UI Automator Testing Framework","Bachelor's Degree in Computer Science, Electrical Engineering, Software Engineering, or related field",140100.00,0.05,Not Specified,,
